state,place_name,fips_place,total_units,sf_1unit_units,duplex_units,mf_3plus_units
PA,Forest Lake township,26648,3,3,0,0
PA,Forks township,26728,79,57,16,6
PA,Forks township,26736,0,0,0,0
PA,Forkston township,26752,0,0,0,0
PA,Forksville borough,26760,0,0,0,0
PA,Forty Fort borough,26880,0,0,0,0
PA,Forward township,26896,0,0,0,0
PA,Forward township,26904,30,30,0,0
PA,Foster township,26928,4,4,0,0
PA,Foster township,26936,3,3,0,0
PA,Foster township,26944,0,0,0,0
PA,Fountain Hill borough,27008,0,0,0,0
PA,Fox Chapel borough,27120,4,4,0,0
PA,Fox township,27088,11,11,0,0
PA,Fox township,27096,0,0,0,0
PA,Foxburg borough,27112,0,0,0,0
PA,Franconia township,27280,48,48,0,0
PA,Frankfort Springs borough,27312,0,0,0,0
PA,Franklin,27456,0,0,0,0
PA,Franklin Park borough,27552,16,16,0,0
PA,Franklin borough,27360,0,0,0,0
PA,Franklin township,27336,9,3,0,6
PA,Franklin township,27344,2,2,0,0
PA,Franklin township,27352,9,3,6,0
PA,Franklin township,27368,10,10,0,0
PA,Franklin township,27376,2,2,0,0
PA,Franklin township,27384,1,1,0,0
PA,Franklin township,27392,0,0,0,0
PA,Franklin township,27408,2,2,0,0
PA,Franklin township,27416,1,1,0,0
PA,Franklin township,27424,0,0,0,0
PA,Franklin township,27432,0,0,0,0
PA,Franklin township,27440,1,1,0,0
PA,Franklin township,27448,3,3,0,0
PA,Franklin township,27480,6,6,0,0
PA,Franklintown borough,27576,0,0,0,0
PA,Frankstown township,27600,6,6,0,0
PA,Frazer township,27608,0,0,0,0
PA,Fredonia borough,27688,0,0,0,0
PA,Freeburg borough,27696,0,0,0,0
PA,Freedom borough,27712,0,0,0,0
PA,Freedom township,27720,5,1,4,0
PA,Freehold township,27736,5,5,0,0
PA,Freeland borough,27744,0,0,0,0
PA,Freemansburg borough,27760,11,1,0,10
PA,Freeport borough,27784,0,0,0,0
PA,Freeport township,27800,0,0,0,0
PA,French Creek township,27824,2,2,0,0
PA,Frenchcreek township,27832,1,1,0,0
PA,Friendsville borough,27968,0,0,0,0
PA,Fulton township,28168,5,5,0,0
PA,Gaines township,28264,0,0,0,0
PA,Galeton borough,28280,0,0,0,0
PA,Gallitzin borough,28328,0,0,0,0
PA,Gallitzin township,28336,1,1,0,0
PA,Gamble township,28352,1,1,0,0
PA,Garrett borough,28520,0,0,0,0
PA,Geistown borough,28720,0,0,0,0
PA,Genesee township,28760,1,1,0,0
PA,Georgetown borough,28824,0,0,0,0
PA,Gibson township,29024,2,2,0,0
PA,Gilmore township,29152,0,0,0,0
PA,Gilpin township,29184,1,1,0,0
PA,Girard borough,29232,1,1,0,0
PA,Girard township,29224,0,0,0,0
PA,Girard township,29240,9,9,0,0
PA,Glasgow borough,29392,0,0,0,0
PA,Glassport borough,29432,0,0,0,0
PA,Glen Hope borough,29632,0,0,0,0
PA,Glen Rock borough,29760,2,2,0,0
PA,Glenburn township,29504,1,1,0,0
PA,Glendon borough,29568,0,0,0,0
PA,Glenfield borough,29592,0,0,0,0
PA,Glenolden borough,29720,0,0,0,0
PA,Goldsboro borough,30016,0,0,0,0
PA,Goshen township,30152,0,0,0,0
PA,Graham township,30272,1,1,0,0
PA,Grampian borough,30280,0,0,0,0
PA,Granville township,30464,1,1,0,0
PA,Granville township,30480,8,8,0,0
PA,Gratz borough,30600,2,2,0,0
PA,Gray township,30640,0,0,0,0
PA,Great Bend borough,30728,1,1,0,0
PA,Great Bend township,30736,1,1,0,0
PA,Green Hills borough,31082,0,0,0,0
PA,Green Lane borough,31088,0,0,0,0
PA,Green Tree borough,31256,0,0,0,0
PA,Green township,30808,1,1,0,0
PA,Green township,30816,5,5,0,0
PA,Greencastle borough,30896,3,0,0,3
PA,Greene township,30920,0,0,0,0
PA,Greene township,30928,8,8,0,0
PA,Greene township,30936,8,6,2,0
PA,Greene township,30944,23,23,0,0
PA,Greene township,30952,0,0,0,0
PA,Greene township,30968,0,0,0,0
PA,Greene township,30976,4,4,0,0
PA,Greenfield township,31000,4,4,0,0
PA,Greenfield township,31008,3,3,0,0
PA,Greenfield township,31016,3,3,0,0
PA,Greensboro borough,31192,0,0,0,0
PA,Greensburg,31200,0,0,0,0
PA,Greenville borough,31328,0,0,0,0
PA,Greenville township,31336,3,3,0,0
PA,Greenwich township,31352,1,1,0,0
PA,Greenwood township,31376,0,0,0,0
PA,Greenwood township,31392,2,2,0,0
PA,Greenwood township,31400,6,6,0,0
PA,Greenwood township,31424,0,0,0,0
PA,Gregg township,31472,4,4,0,0
PA,Gregg township,31480,0,0,0,0
PA,Grove City borough,31656,0,0,0,0
PA,Guilford township,31720,152,53,0,99
PA,Gulich township,31752,3,3,0,0
PA,Haines township,31960,0,0,0,0
PA,Halfmoon township,31992,4,4,0,0
PA,Halifax borough,32032,0,0,0,0
PA,Halifax township,32040,0,0,0,0
PA,Hallam borough,32056,0,0,0,0
PA,Hallstead borough,32080,0,0,0,0
PA,Hamburg borough,32120,2,0,2,0
PA,Hamilton township,32152,53,53,0,0
PA,Hamilton township,32168,0,0,0,0
PA,Hamilton township,32176,11,11,0,0
PA,Hamilton township,32192,0,0,0,0
PA,Hamlin township,32232,2,2,0,0
PA,Hampden township,32296,36,36,0,0
PA,Hampton township,32328,16,16,0,0
PA,Hanover borough,32448,6,6,0,0
PA,Hanover township,32392,10,10,0,0
PA,Hanover township,32400,0,0,0,0
PA,Hanover township,32416,34,34,0,0
PA,Hanover township,32432,2,2,0,0
PA,Hanover township,32440,1,1,0,0
PA,Harborcreek township,32520,18,18,0,0
PA,Harford township,32568,5,5,0,0
PA,Harmar township,32624,0,0,0,0
PA,Harmony borough,32688,0,0,0,0
PA,Harmony township,32680,0,0,0,0
PA,Harmony township,32704,0,0,0,0
PA,Harmony township,32720,3,3,0,0
PA,Harris township,32792,12,12,0,0
PA,Harrisburg,32800,49,1,0,48
PA,Harrison township,32832,0,0,0,0
PA,Harrison township,32840,0,0,0,0
PA,Harrison township,32848,2,2,0,0
PA,Harrisville borough,32896,0,0,0,0
PA,Hartleton borough,32936,0,0,0,0
PA,Hartley township,32952,5,5,0,0
PA,Harveys Lake borough,33000,16,16,0,0
PA,Hastings borough,33080,0,0,0,0
PA,Hatboro borough,33088,88,0,0,88
PA,Hatfield borough,33112,0,0,0,0
PA,Hatfield township,33120,612,612,0,0
PA,Haverford township,33144,7,7,0,0
PA,Hawley borough,33200,0,0,0,0
PA,Hawthorn borough,33216,0,0,0,0
PA,Haycock township,33224,2,2,0,0
PA,Hayfield township,33256,0,0,0,0
PA,Haysville borough,33312,0,0,0,0
PA,Hazle township,33376,22,18,0,4
PA,Hazleton,33408,5,0,0,5
PA,Hebron township,33512,1,1,0,0
PA,Hector township,33568,0,0,0,0
PA,Hegins township,33584,3,3,0,0
PA,Heidelberg borough,33592,0,0,0,0
PA,Heidelberg township,33600,2,2,0,0
PA,Heidelberg township,33608,17,17,0,0
PA,Heidelberg township,33616,6,6,0,0
PA,Heidelberg township,33624,3,3,0,0
PA,Hellam township,33728,5,5,0,0
PA,Hellertown borough,33744,0,0,0,0
PA,Hemlock township,33760,14,14,0,0
PA,Hempfield township,33784,3,3,0,0
PA,Hempfield township,33792,25,25,0,0
PA,Henderson township,33808,2,2,0,0
PA,Henry Clay township,33896,3,3,0,0
PA,Hepburn township,33944,1,1,0,0
PA,Hereford township,34016,2,2,0,0
PA,Hermitage,34064,6,6,0,0
PA,Herndon borough,34080,0,0,0,0
PA,Herrick township,34088,1,1,0,0
PA,Herrick township,34096,4,4,0,0
PA,Hickory township,34240,0,0,0,0
PA,Hickory township,34248,12,12,0,0
PA,Highland township,34448,1,1,0,0
PA,Highland township,34456,4,4,0,0
PA,Highland township,34464,2,2,0,0
PA,Highspire borough,34664,1,1,0,0
PA,Hillsgrove township,34840,0,0,0,0
PA,Hilltown township,34952,7,7,0,0
PA,Hollenback township,35192,3,3,0,0
PA,Hollidaysburg borough,35224,8,0,8,0
PA,Homer township,35400,0,0,0,0
PA,Homestead borough,35424,0,0,0,0
PA,Homewood borough,35488,0,0,0,0
PA,Honesdale borough,35520,0,0,0,0
PA,Honey Brook borough,35528,0,0,0,0
PA,Honey Brook township,35536,83,83,0,0
PA,Hookstown borough,35576,0,0,0,0
PA,Hooversville borough,35608,0,0,0,0
PA,Hop Bottom borough,35624,0,0,0,0
PA,Hopewell borough,35648,0,0,0,0
PA,Hopewell township,35640,2,2,0,0
PA,Hopewell township,35656,5,5,0,0
PA,Hopewell township,35672,4,4,0,0
PA,Hopewell township,35688,4,4,0,0
PA,Hopewell township,35696,1,1,0,0
PA,Hopewell township,35704,43,43,0,0
PA,Horsham township,35808,152,152,0,0
PA,Horton township,35816,0,0,0,0
PA,Houston borough,35896,0,0,0,0
PA,Houtzdale borough,35928,1,1,0,0
PA,Hovey township,35936,0,0,0,0
PA,Howard borough,35960,1,1,0,0
PA,Howard township,35968,0,0,0,0
PA,Howe township,35992,0,0,0,0
PA,Howe township,36000,0,0,0,0
PA,Hubley township,36072,1,1,0,0
PA,Hughesville borough,36160,0,0,0,0
PA,Hulmeville borough,36192,1,1,0,0
PA,Hummelstown borough,36232,0,0,0,0
PA,Hunker borough,36288,1,1,0,0
PA,Huntingdon borough,36368,0,0,0,0
PA,Huston township,36496,2,2,0,0
PA,Huston township,36504,2,2,0,0
PA,Huston township,36512,1,1,0,0
PA,Hyde Park borough,36592,0,0,0,0
PA,Hydetown borough,36616,0,0,0,0
PA,Hyndman borough,36640,1,1,0,0
PA,Independence township,36776,3,3,0,0
PA,Independence township,36800,1,1,0,0
PA,Indian Lake borough,36888,1,1,0,0
PA,Indiana County Part Unincorporated Area,00000,19,19,0,0
PA,Indiana borough,36816,0,0,0,0
PA,Indiana township,36808,46,46,0,0
PA,Industry borough,36944,0,0,0,0
PA,Ingram borough,37000,0,0,0,0
PA,Irvona borough,37192,0,0,0,0
PA,Irwin borough,37208,0,0,0,0
PA,Irwin township,37200,1,1,0,0
PA,Ivyland borough,37304,0,0,0,0
PA,Jackson Center borough,37496,0,0,0,0
PA,Jackson township,37344,232,226,2,4
PA,Jackson township,37352,0,0,0,0
PA,Jackson township,37360,0,0,0,0
PA,Jackson township,37368,2,2,0,0
PA,Jackson township,37376,0,0,0,0
PA,Jackson township,37384,3,3,0,0
PA,Jackson township,37392,3,3,0,0
PA,Jackson township,37400,7,7,0,0
PA,Jackson township,37408,2,2,0,0
PA,Jackson township,37416,6,6,0,0
PA,Jackson township,37424,7,7,0,0
PA,Jackson township,37432,0,0,0,0
PA,Jackson township,37448,2,2,0,0
PA,Jackson township,37464,0,0,0,0
PA,Jackson township,37472,0,0,0,0
PA,Jackson township,37480,8,8,0,0
PA,Jackson township,37488,51,28,0,23
PA,Jacobus borough,37640,0,0,0,0
PA,Jamestown borough,37696,0,0,0,0
PA,Jay township,37760,0,0,0,0
PA,Jeannette,37784,1,1,0,0
PA,Jefferson County,00000,0,0,0,0
PA,Jefferson Hills borough,37955,79,79,0,0
PA,Jefferson borough,37880,0,0,0,0
PA,Jefferson borough,37944,0,0,0,0
PA,Jefferson township,37824,0,0,0,0
PA,Jefferson township,37848,14,2,0,12
PA,Jefferson township,37864,1,1,0,0
PA,Jefferson township,37888,0,0,0,0
PA,Jefferson township,37896,18,18,0,0
PA,Jefferson township,37904,0,0,0,0
PA,Jefferson township,37920,4,4,0,0
PA,Jefferson township,37936,1,1,0,0
PA,Jenkins township,37984,9,9,0,0
PA,Jenkintown borough,38000,50,0,0,50
PA,Jenks township,38016,0,0,0,0
PA,Jenner township,38032,0,0,0,0
PA,Jennerstown borough,38048,0,0,0,0
PA,Jermyn borough,38096,0,0,0,0
PA,Jersey Shore borough,38128,0,0,0,0
PA,Jessup borough,38160,8,4,4,0
PA,Jessup township,38168,4,4,0,0
PA,Jim Thorpe borough,38200,1,1,0,0
PA,Johnsonburg borough,38248,0,0,0,0
PA,Johnstown,38288,0,0,0,0
PA,Jones township,38368,4,4,0,0
PA,Jordan township,38432,2,2,0,0
PA,Jordan township,38448,0,0,0,0
PA,Jordan township,38456,0,0,0,0
PA,Juniata Terrace borough,38640,0,0,0,0
PA,Juniata township,38576,1,1,0,0
PA,Juniata township,38592,0,0,0,0
PA,Juniata township,38608,6,6,0,0
PA,Kane borough,38688,0,0,0,0
PA,Karns City borough,38768,0,0,0,0
PA,Karthaus township,38784,0,0,0,0
PA,Keating township,38912,0,0,0,0
PA,Keating township,38920,0,0,0,0
PA,Kelly township,39136,5,5,0,0
PA,Kenhorst borough,39256,0,0,0,0
PA,Kennedy township,39312,32,22,4,6
PA,Kennett Square borough,39352,92,0,0,92
PA,Kennett township,39344,17,17,0,0
PA,Kidder township,39608,22,22,0,0
PA,Kilbuck township,39624,0,0,0,0
PA,Kimmel township,39658,0,0,0,0
PA,King township,39720,2,2,0,0
PA,Kingsley township,39760,1,1,0,0
PA,Kingston borough,39784,0,0,0,0
PA,Kingston township,39792,5,5,0,0
PA,Kiskiminetas township,39968,8,8,0,0
PA,Kistler borough,40016,0,0,0,0
PA,Kittanning borough,40040,20,0,0,20
PA,Kittanning township,40056,4,4,0,0
PA,Kline township,40096,1,1,0,0
PA,Knox borough,40272,0,0,0,0
PA,Knox township,40288,1,1,0,0
PA,Knox township,40296,0,0,0,0
PA,Knoxville borough,40360,0,0,0,0
PA,Koppel borough,40400,0,0,0,0
PA,Kulpmont borough,40584,0,0,0,0
PA,Kutztown borough,40656,19,4,0,15
PA,La Plume township,41504,1,1,0,0
PA,Laceyville borough,40744,0,0,0,0
PA,Lack township,40752,0,0,0,0
PA,Lackawannock township,40760,3,3,0,0
PA,Lackawaxen township,40776,31,31,0,0
PA,Lafayette township,40808,0,0,0,0
PA,Lake City borough,40960,0,0,0,0
PA,Lake township,40928,0,0,0,0
PA,Lake township,40936,28,28,0,0
PA,Lamar township,41112,9,9,0,0
PA,Lancaster,41216,190,0,0,190
PA,Lancaster township,41208,77,77,0,0
PA,Lancaster township,41224,1,1,0,0
PA,Lanesboro borough,41336,0,0,0,0
PA,Langhorne Manor borough,41416,1,1,0,0
PA,Langhorne borough,41392,0,0,0,0
PA,Lansdale borough,41432,2,2,0,0
PA,Lansdowne borough,41440,1,1,0,0
PA,Lansford borough,41464,0,0,0,0
PA,Laporte borough,41512,0,0,0,0
PA,Laporte township,41520,2,2,0,0
PA,Larimer township,41568,1,1,0,0
PA,Larksville borough,41608,2,2,0,0
PA,Lathrop township,41656,3,3,0,0
PA,Latrobe borough,41680,2,2,0,0
PA,Laurel Mountain borough,41834,0,0,0,0
PA,Laurel Run borough,41848,0,0,0,0
PA,Laureldale borough,41768,6,0,0,6
PA,Lausanne township,41888,0,0,0,0
PA,Lawrence Park township,41984,0,0,0,0
PA,Lawrence township,41952,5,5,0,0
PA,Lawrence township,41960,4,4,0,0
PA,Lawrenceville borough,42016,4,4,0,0
PA,LeBoeuf township,42208,7,7,0,0
PA,LeRaysville borough,42824,0,0,0,0
PA,Leacock township,42080,11,11,0,0
PA,Lebanon,42168,17,9,8,0
PA,Lebanon County Part Unincorporated Area,00000,190,190,0,0
PA,Lebanon township,42176,8,8,0,0
PA,Leechburg borough,42280,0,0,0,0
PA,Leesport borough,42352,0,0,0,0
PA,Leet township,42368,0,0,0,0
PA,Leetsdale borough,42392,0,0,0,0
PA,Lehigh township,42400,0,0,0,0
PA,Thornhurst township,76601,2,2,0,0
PA,Lehigh township,42424,33,33,0,0
PA,Lehigh township,42432,5,5,0,0
PA,Lehighton borough,42472,1,1,0,0
PA,Lehman township,42504,3,3,0,0
PA,Lehman township,42512,19,19,0,0
PA,Leidy township,42544,0,0,0,0
PA,Lemon township,42616,0,0,0,0
PA,Lemoyne borough,42648,0,0,0,0
PA,Lenhartsville borough,42688,0,0,0,0
PA,Lenox township,42760,2,2,0,0
PA,Leroy township,42856,0,0,0,0
PA,Letterkenny township,42888,11,11,0,0
PA,Lewis Run borough,42984,0,0,0,0
PA,Lewis township,42944,1,1,0,0
PA,Lewis township,42952,3,3,0,0
PA,Lewis township,42960,2,2,0,0
PA,Lewisberry borough,42968,0,0,0,0
PA,Lewisburg borough,42976,4,4,0,0
PA,Lewistown borough,43000,2,2,0,0
PA,Liberty borough,43064,0,0,0,0
PA,Liberty borough,43128,0,0,0,0
PA,Liberty township,43072,3,3,0,0
PA,Liberty township,43080,0,0,0,0
PA,Liberty township,43096,2,2,0,0
PA,Liberty township,43104,15,3,0,12
PA,Liberty township,43120,5,5,0,0
PA,Liberty township,43136,0,0,0,0
PA,Licking Creek township,43200,6,6,0,0
PA,Licking township,43192,2,2,0,0
PA,Ligonier borough,43232,0,0,0,0
PA,Ligonier township,43240,12,12,0,0
PA,Lilly borough,43248,1,1,0,0
PA,Limerick township,43312,31,31,0,0
PA,Limestone township,43344,0,0,0,0
PA,Limestone township,43352,2,2,0,0
PA,Limestone township,43360,1,1,0,0
PA,Limestone township,43368,3,3,0,0
PA,Limestone township,43372,0,0,0,0
PA,Lincoln borough,43408,1,1,0,0
PA,Lincoln township,43416,0,0,0,0
PA,Lincoln township,43424,0,0,0,0
PA,Lincoln township,43440,2,2,0,0
PA,Linesville borough,43656,0,0,0,0
PA,Litchfield township,43792,3,3,0,0
PA,Lititz borough,43816,9,9,0,0
PA,Little Beaver township,43824,0,0,0,0
PA,Little Britain township,43832,6,6,0,0
PA,Little Mahanoy township,43912,1,1,0,0
PA,Little Meadows borough,43928,0,0,0,0
PA,Lock Haven,44128,4,2,2,0
PA,Locust township,44208,1,1,0,0
PA,Logan township,44328,15,15,0,0
PA,Logan township,44344,0,0,0,0
PA,Loganton borough,44400,0,0,0,0
PA,Loganville borough,44416,1,1,0,0
PA,London Britain township,44440,1,1,0,0
PA,London Grove township,44480,4,4,0,0
PA,Londonderry township,44448,0,0,0,0
PA,Londonderry township,44456,17,17,0,0
PA,Londonderry township,44464,4,4,0,0
PA,Long Branch borough,44512,0,0,0,0
PA,Longswamp township,44584,0,0,0,0
PA,Lorain borough,44664,0,0,0,0
PA,Loretto borough,44704,0,0,0,0
PA,Lower Allen township,44832,69,69,0,0
PA,Lower Alsace township,44840,3,3,0,0
PA,Lower Augusta township,44856,3,3,0,0
PA,Lower Burrell,44864,2,2,0,0
PA,Lower Chanceford township,44872,7,7,0,0
PA,Lower Chichester township,44888,0,0,0,0
PA,Lower Frankford township,44904,2,2,0,0
PA,Lower Frederick township,44912,2,2,0,0
PA,Lower Gwynedd township,44920,6,6,0,0
PA,Lower Heidelberg township,44928,31,4,0,27
PA,Lower Macungie township,44952,195,67,0,128
PA,Lower Mahanoy township,44960,1,1,0,0
PA,Lower Makefield township,44968,10,10,0,0
PA,Lower Merion township,44976,236,19,0,217
PA,Lower Mifflin township,44984,0,0,0,0
PA,Lower Milford township,44992,8,2,6,0
PA,Lower Moreland township,45008,22,10,0,12
PA,Lower Mount Bethel township,45016,1,1,0,0
PA,Lower Nazareth township,45024,2,2,0,0
PA,Lower Oxford township,45040,28,28,0,0
PA,Lower Paxton township,45056,86,82,4,0
PA,Lower Pottsgrove township,45072,2,2,0,0
PA,Lower Providence township,45080,110,6,0,104
PA,Lower Salford township,45096,56,56,0,0
PA,Lower Saucon township,45104,17,15,2,0
PA,Lower Southampton township,45112,7,7,0,0
PA,Lower Swatara township,45120,34,18,0,16
PA,Lower Towamensing township,45128,5,5,0,0
PA,Lower Turkeyfoot township,45136,1,1,0,0
PA,Lower Windsor township,45152,45,45,0,0
PA,Lower Yoder township,45160,0,0,0,0
PA,Lowhill township,45168,2,2,0,0
PA,Loyalhanna township,45200,0,0,0,0
PA,Loyalsock township,45224,7,7,0,0
PA,Lurgan township,45496,3,3,0,0
PA,Luzerne County Part Unincorporated Area,00000,64,54,0,10
PA,Luzerne borough,45568,0,0,0,0
PA,Lycoming township,45584,1,1,0,0
PA,Lykens borough,45592,0,0,0,0
PA,Lykens township,45600,6,6,0,0
PA,Lynn township,45656,3,3,0,0
PA,Lyons borough,45752,0,0,0,0
PA,Macungie borough,46392,42,42,0,0
PA,Madison borough,46488,0,0,0,0
PA,Madison township,46456,0,0,0,0
PA,Madison township,46464,3,3,0,0
PA,Madison township,46472,3,3,0,0
PA,Madison township,46480,6,6,0,0
PA,Mahaffey borough,46568,0,0,0,0
PA,Mahoning township,46632,2,2,0,0
PA,Mahoning township,46640,19,19,0,0
PA,Mahoning township,46648,4,4,0,0
PA,Mahoning township,46656,5,5,0,0
PA,Maidencreek township,46680,0,0,0,0
PA,Main township,46688,1,1,0,0
PA,Malvern borough,46792,2,2,0,0
PA,Manchester borough,46864,0,0,0,0
PA,Manchester township,46856,6,6,0,0
PA,Manchester township,46872,56,32,0,24
PA,Manheim borough,46888,2,2,0,0
PA,Manheim township,46896,156,87,0,69
PA,Manheim township,46904,5,5,0,0
PA,Mann township,46928,0,0,0,0
PA,Manns Choice borough,46944,0,0,0,0
PA,Manor borough,47000,0,0,0,0
PA,Manor township,46976,1,1,0,0
PA,Manor township,46992,17,17,0,0
PA,Manorville borough,47064,0,0,0,0
PA,Mansfield borough,47080,0,0,0,0
PA,Mapleton borough,47248,0,0,0,0
PA,Marcus Hook borough,47344,0,0,0,0
PA,Marianna borough,47400,0,0,0,0
PA,Marietta borough,47424,0,0,0,0
PA,Marion Heights borough,47480,0,0,0,0
PA,Marion township,47432,1,1,0,0
PA,Marion township,47440,1,1,0,0
PA,Marion township,47448,0,0,0,0
PA,Marion township,47456,4,4,0,0
PA,Marklesburg borough,47544,0,0,0,0
PA,Marlborough township,47592,0,0,0,0
PA,Marple township,47616,12,12,0,0
PA,Mars borough,47672,0,0,0,0
PA,Marshall township,47696,83,83,0,0
PA,Martic township,47824,0,0,0,0
PA,Martinsburg borough,47872,1,1,0,0
PA,Matamoras borough,48048,3,3,0,0
PA,Maxatawny township,48128,0,0,0,0
PA,Mayfield borough,48176,1,1,0,0
PA,McAdoo borough,45824,0,0,0,0
PA,McCandless township,45900,11,11,0,0
PA,McClure borough,45992,0,0,0,0
PA,McConnellsburg borough,46000,0,0,0,0
PA,McDonald borough,46072,0,0,0,0
PA,McEwensville borough,46120,0,0,0,0
PA,McHenry township,46184,4,4,0,0
PA,McIntyre township,46208,0,0,0,0
PA,McKean borough,46216,0,0,0,0
PA,McKean township,46224,4,4,0,0
PA,McKees Rocks borough,46264,0,0,0,0
PA,McKeesport,46256,0,0,0,0
PA,McNett township,46352,0,0,0,0
PA,McVeytown borough,46400,0,0,0,0
PA,Meadville,48360,0,0,0,0
PA,Mechanicsburg borough,48376,42,42,0,0
PA,Media borough,48480,5,5,0,0
PA,Mehoopany township,48528,2,2,0,0
PA,Menallen township,48616,3,3,0,0
PA,Menno township,48664,4,4,0,0
PA,Mercer borough,48696,0,0,0,0
PA,Mercer township,48688,4,4,0,0
PA,Mercersburg borough,48704,0,0,0,0
PA,Meshoppen borough,48856,1,1,0,0
PA,Meshoppen township,48864,0,0,0,0
PA,Metal township,48888,2,2,0,0
PA,Meyersdale borough,48912,0,0,0,0
PA,Middle Paxton township,49040,7,7,0,0
PA,Middle Smithfield township,49080,22,22,0,0
PA,Middle Taylor township,49104,0,0,0,0
PA,Middleburg borough,48960,0,0,0,0
PA,Middlebury township,48968,0,0,0,0
PA,Middlecreek township,49016,1,1,0,0
PA,Middlecreek township,49024,0,0,0,0
PA,Middlesex township,49056,52,46,6,0
PA,Middlesex township,49072,104,104,0,0
PA,Middletown borough,49128,24,24,0,0
PA,Middletown township,49120,3,3,0,0
PA,Middletown township,49136,53,53,0,0
PA,Middletown township,49152,0,0,0,0
PA,Midland borough,49184,0,0,0,0
PA,Midway borough,49240,0,0,0,0
PA,Mifflin borough,49272,0,0,0,0
PA,Mifflin township,49256,5,5,0,0
PA,Mifflin township,49264,0,0,0,0
PA,Mifflin township,49280,0,0,0,0
PA,Mifflinburg borough,49288,4,4,0,0
PA,Mifflintown borough,49304,0,0,0,0
PA,Miles township,49360,2,2,0,0
PA,Milesburg borough,49368,2,2,0,0
PA,Milford borough,49400,1,1,0,0
PA,Milford township,49384,21,21,0,0
PA,Milford township,49392,0,0,0,0
PA,Milford township,49408,3,3,0,0
PA,Milford township,49416,2,2,0,0
PA,Mill Creek borough,49552,0,0,0,0
PA,Mill Creek township,49568,1,1,0,0
PA,Mill Creek township,49576,0,0,0,0
PA,Mill Hall borough,49760,0,0,0,0
PA,Mill Village borough,49936,0,0,0,0
PA,Millbourne borough,49504,0,0,0,0
PA,Millcreek township,49536,1,1,0,0
PA,Millcreek township,49548,21,21,0,0
PA,Miller township,49624,1,1,0,0
PA,Millersburg borough,49680,0,0,0,0
PA,Millersville borough,49728,8,8,0,0
PA,Millheim borough,49768,2,2,0,0
PA,Millstone township,49888,0,0,0,0
PA,Millvale borough,49920,0,0,0,0
PA,Millville borough,49944,0,0,0,0
PA,Milton borough,50016,0,0,0,0
PA,Mineral township,50048,0,0,0,0
PA,Modena borough,50232,0,0,0,0
PA,Mohnton borough,50272,0,0,0,0
PA,Monaca borough,50320,0,0,0,0
PA,Monaghan township,50328,9,9,0,0
PA,Monessen,50344,5,5,0,0
PA,Monongahela,50408,1,1,0,0
PA,Monongahela township,50400,2,2,0,0
PA,Monroe borough,50432,0,0,0,0
PA,Monroe township,50424,5,5,0,0
PA,Monroe township,50440,2,2,0,0
PA,Monroe township,50464,2,2,0,0
PA,Monroe township,50472,15,15,0,0
PA,Monroe township,50480,3,3,0,0
PA,Monroe township,50488,18,18,0,0
PA,Monroe township,50496,2,2,0,0
PA,Mont Alto borough,50544,0,0,0,0
PA,Montgomery borough,50632,0,0,0,0
PA,Montgomery township,50616,10,10,0,0
PA,Montgomery township,50640,28,1,0,27
PA,Montour County Part Unincorporated Area,00000,10,10,0,0
PA,Montour township,50704,0,0,0,0
PA,Montoursville borough,50720,0,0,0,0
PA,Montrose borough,50736,4,0,4,0
PA,Moon township,50784,111,91,0,20
PA,Moore township,50824,12,12,0,0
PA,Moosic borough,50880,7,7,0,0
PA,Moreland township,50936,4,4,0,0
PA,Morgan township,50992,0,0,0,0
PA,Morris township,51056,4,4,0,0
PA,Morris township,51064,0,0,0,0
PA,Morris township,51080,1,1,0,0
PA,Morris township,51096,0,0,0,0
PA,Morris township,51104,1,1,0,0
PA,Morrisville borough,51144,0,0,0,0
PA,Morton borough,51176,0,0,0,0
PA,Moscow borough,51208,1,1,0,0
PA,Mount Carmel borough,51496,0,0,0,0
PA,Mount Carmel township,51504,0,0,0,0
PA,Mount Holly Springs borough,51592,1,1,0,0
PA,Mount Jewett borough,51632,2,2,0,0
PA,Mount Joy borough,51656,12,12,0,0
PA,Mount Joy township,51664,9,9,0,0
PA,Mount Lebanon municipality,51794,0,0,0,0
PA,Mount Oliver borough,51744,0,0,0,0
PA,Mount Penn borough,51760,0,0,0,0
PA,Mount Pleasant borough,51880,0,0,0,0
PA,Mount Pleasant township,51792,1,1,0,0
PA,Mount Pleasant township,51864,9,9,0,0
PA,Mount Pleasant township,51872,4,4,0,0
PA,Mount Pleasant township,51888,10,8,2,0
PA,Mount Pocono borough,51912,4,4,0,0
PA,Mount Union borough,51984,0,0,0,0
PA,Mount Wolf borough,52056,0,0,0,0
PA,Mountville borough,52016,0,0,0,0
PA,Muddy Creek township,52176,4,4,0,0
PA,Muhlenberg township,52200,17,17,0,0
PA,Muncy Creek township,52288,8,8,0,0
PA,Muncy borough,52264,0,0,0,0
PA,Muncy township,52280,1,1,0,0
PA,Munhall borough,52320,1,1,0,0
PA,Municipality of Monroeville borough,50528,3,3,0,0
PA,Municipality of Murrysville borough,52432,24,24,0,0
PA,Munster township,52360,0,0,0,0
PA,Nanticoke,52584,0,0,0,0
PA,Nanty-Glo borough,52616,0,0,0,0
PA,Napier township,52648,7,7,0,0
