state,place_name,fips_place,total_units,sf_1unit_units,duplex_units,mf_3plus_units
NY,Lansing town,41234,63,15,0,48
NY,Lansing village,41234,7,5,2,0
NY,Lapeer town,41300,2,2,0,0
NY,Larchmont village,44842,31,1,0,30
NY,Lattingtown village,56000,0,0,0,0
NY,Laurel Hollow village,56000,2,2,0,0
NY,Lawrence town,41564,7,7,0,0
NY,Lawrence village,34000,6,6,0,0
NY,Le Roy town,42037,2,2,0,0
NY,Le Roy village,42037,0,0,0,0
NY,Lebanon town,41674,6,6,0,0
NY,Ledyard town,41740,2,2,0,0
NY,Lee town,41762,4,4,0,0
NY,Leicester town,41883,5,5,0,0
NY,Leicester village,41883,0,0,0,0
NY,Lenox town,41905,3,3,0,0
NY,Leon town,41982,4,4,0,0
NY,Lewis County Part Unincorporated Area,00000,105,105,0,0
NY,Lewis town,42114,0,0,0,0
NY,Lewisboro town,42136,7,4,0,3
NY,Lewiston town,42158,15,13,2,0
NY,Lewiston village,42158,2,2,0,0
NY,Lexington town,42202,6,6,0,0
NY,Leyden town,42213,7,7,0,0
NY,Liberty town,42235,29,27,2,0
NY,Liberty village,42235,0,0,0,0
NY,Lima town,42334,7,7,0,0
NY,Lima village,42334,1,1,0,0
NY,Lincoln town,42422,3,3,0,0
NY,Lindenhurst village,04000,1,1,0,0
NY,Lindley town,42576,0,0,0,0
NY,Lisbon town,42631,19,19,0,0
NY,Lisle town,42653,6,6,0,0
NY,Lisle village,42653,0,0,0,0
NY,Litchfield town,42664,2,2,0,0
NY,Little Falls,42741,0,0,0,0
NY,Little Falls town,42752,0,0,0,0
NY,Little Valley town,42840,0,0,0,0
NY,Little Valley village,42840,0,0,0,0
NY,Liverpool village,64815,0,0,0,0
NY,Livingston town,42917,11,11,0,0
NY,Livonia town,42961,13,13,0,0
NY,Livonia village,42961,1,1,0,0
NY,Lloyd Harbor village,37000,0,0,0,0
NY,Lloyd town,42994,23,21,2,0
NY,Locke town,43071,4,4,0,0
NY,Lockport,43082,0,0,0,0
NY,Lockport town,43093,25,25,0,0
NY,Long Beach,43335,18,18,0,0
NY,Long Lake town,43412,10,10,0,0
NY,Louisville town,43588,4,4,0,0
NY,Lowville town,43731,0,0,0,0
NY,Lumberland town,43786,16,16,0,0
NY,Lyme town,43863,0,0,0,0
NY,Lynbrook village,34000,17,1,0,16
NY,Lyndon town,43896,1,1,0,0
NY,Lyndonville village,83448,1,1,0,0
NY,Lyons town,43973,6,4,2,0
NY,Lyonsdale town,43995,2,2,0,0
NY,Lysander town,44039,67,67,0,0
NY,Macedon town,44160,63,11,2,50
NY,Machias town,44237,8,8,0,0
NY,Macomb town,44391,2,2,0,0
NY,Madison town,44435,2,2,0,0
NY,Madison village,44435,0,0,0,0
NY,Madrid town,44490,3,1,2,0
NY,Maine town,44611,3,3,0,0
NY,Malone town,44721,35,35,0,0
NY,Malone village,44721,0,0,0,0
NY,Malta town,44743,48,48,0,0
NY,Malverne village,34000,0,0,0,0
NY,Mamakating town,44809,18,18,0,0
NY,Mamaroneck town,44842,2,2,0,0
NY,Mamaroneck village,64320,11,11,0,0
NY,Manchester town,44864,2,2,0,0
NY,Manchester village,44864,2,2,0,0
NY,Manhattan borough,00000,4467,0,0,4467
NY,Manheim town,44974,0,0,0,0
NY,Manlius town,45029,10,10,0,0
NY,Manlius village,45029,6,6,0,0
NY,Manorhaven village,53000,44,8,0,36
NY,Mansfield town,45161,6,6,0,0
NY,Marathon town,45403,0,0,0,0
NY,Marathon village,45403,0,0,0,0
NY,Marbletown town,45458,26,26,0,0
NY,Marcellus town,45491,7,7,0,0
NY,Marcellus village,45491,3,3,0,0
NY,Marcy town,45535,2,2,0,0
NY,Margaretville village,47031,0,0,0,0
NY,Marilla town,45601,0,0,0,0
NY,Marion town,45645,1,1,0,0
NY,Marlborough town,45722,47,37,4,6
NY,Marshall town,45755,1,1,0,0
NY,Masonville town,45964,2,2,0,0
NY,Massapequa Park village,56000,7,7,0,0
NY,Massena town,46030,0,0,0,0
NY,Massena village,51330,0,0,0,0
NY,Matinecock village,56000,0,0,0,0
NY,Maybrook village,48153,39,1,0,38
NY,Mayfield town,46217,11,11,0,0
NY,Mayfield village,46217,0,0,0,0
NY,Mayville village,14069,0,0,0,0
NY,McGraw village,18421,0,0,0,0
NY,Mechanicville,46360,0,0,0,0
NY,Medina village,61742,1,1,0,0
NY,Menands village,17343,67,0,0,67
NY,Mendon town,46558,9,9,0,0
NY,Mentz town,46602,2,2,0,0
NY,Meredith town,46624,3,3,0,0
NY,Meridian village,12969,0,0,0,0
NY,Mexico town,46822,11,11,0,0
NY,Mexico village,46822,0,0,0,0
NY,Middleburgh town,46855,3,3,0,0
NY,Middleburgh village,46855,0,0,0,0
NY,Middleport village,32490,0,0,0,0
NY,Middlesex town,47020,5,5,0,0
NY,Middletown,47042,27,27,0,0
NY,Middletown town,47031,3,3,0,0
NY,Middleville village,50584,0,0,0,0
NY,Milan town,47207,13,13,0,0
NY,Milford town,47240,5,5,0,0
NY,Mill Neck village,56000,0,0,0,0
NY,Millbrook village,78388,0,0,0,0
NY,Millerton village,51891,0,0,0,0
NY,Millport village,77310,0,0,0,0
NY,Milo town,47504,9,9,0,0
NY,Milton town,47537,56,56,0,0
NY,Mina town,47592,1,1,0,0
NY,Minden town,47614,5,5,0,0
NY,Mineola village,53000,3,3,0,0
NY,Minerva town,47669,0,0,0,0
NY,Minetto town,47691,0,0,0,0
NY,Minisink town,47713,1,1,0,0
NY,Minoa village,45029,2,2,0,0
NY,Mohawk town,47834,4,4,0,0
NY,Mohawk village,28750,0,0,0,0
NY,Monroe town,47999,29,29,0,0
NY,Monroe village,47999,3,3,0,0
NY,Montebello village,60510,1,1,0,0
NY,Montezuma town,48131,0,0,0,0
NY,Montgomery town,48153,25,25,0,0
NY,Montgomery village,48153,0,0,0,0
NY,Monticello village,73627,0,0,0,0
NY,Montour Falls village,20676,0,0,0,0
NY,Montour town,48186,3,3,0,0
NY,Mooers town,48252,11,11,0,0
NY,Moravia town,48307,2,2,0,0
NY,Moravia village,48307,0,0,0,0
NY,Moreau town,48318,48,48,0,0
NY,Morehouse town,48340,0,0,0,0
NY,Moriah town,48428,0,0,0,0
NY,Morristown town,48582,8,8,0,0
NY,Morrisville village,23305,1,1,0,0
NY,Mount Hope town,48857,32,32,0,0
NY,Mount Kisco village,48895,2,2,0,0
NY,Mount Morris town,48956,5,5,0,0
NY,Mount Morris village,48956,0,0,0,0
NY,Mount Pleasant town,49011,14,14,0,0
NY,Mount Vernon,49121,0,0,0,0
NY,Munnsville village,71399,0,0,0,0
NY,Munsey Park village,53000,0,0,0,0
NY,Murray town,49286,4,4,0,0
NY,Muttontown village,56000,4,4,0,0
NY,Nanticoke town,49396,3,3,0,0
NY,Naples town,49440,3,3,0,0
NY,Naples village,49440,2,2,0,0
NY,Napoli town,49462,5,5,0,0
NY,Nassau town,49517,7,7,0,0
NY,Nassau village,65541,0,0,0,0
NY,Nelliston village,56099,0,0,0,0
NY,Nelson town,49770,4,4,0,0
NY,Nelsonville village,57584,0,0,0,0
NY,Neversink town,49847,7,7,0,0
NY,New Albion town,49880,3,3,0,0
NY,New Baltimore town,49935,4,4,0,0
NY,New Castle town,50078,32,32,0,0
NY,New Hartford town,50309,16,16,0,0
NY,New Hartford village,50309,0,0,0,0
NY,New Haven town,50342,11,11,0,0
NY,New Hempstead village,60510,6,6,0,0
NY,New Hudson town,50375,3,3,0,0
NY,New Hyde Park village,53000,0,0,0,0
NY,New Lebanon town,50452,3,3,0,0
NY,New Paltz town,50562,0,0,0,0
NY,New Paltz village,50562,4,4,0,0
NY,New Rochelle,50617,5,3,2,0
NY,New Scotland town,50672,25,25,0,0
NY,New Square village,60510,1,1,0,0
NY,New Windsor town,50848,23,23,0,0
NY,New York Mills village,50309,0,0,0,0
NY,Newark Valley town,49913,6,6,0,0
NY,Newark Valley village,49913,0,0,0,0
NY,Newark village,02440,1,1,0,0
NY,Newburgh,50034,23,23,0,0
NY,Newburgh town,50045,47,47,0,0
NY,Newcomb town,50144,4,4,0,0
NY,Newfane town,50232,4,4,0,0
NY,Newfield town,50254,8,8,0,0
NY,Newport town,50584,0,0,0,0
NY,Newport village,50584,0,0,0,0
NY,Newstead town,50716,16,16,0,0
NY,Niagara Falls,51055,4,4,0,0
NY,Niagara town,51033,0,0,0,0
NY,Nichols town,51121,7,7,0,0
NY,Nichols village,51121,0,0,0,0
NY,Niles town,51198,8,8,0,0
NY,Niskayuna town,51264,76,18,4,54
NY,Nissequogue village,68000,3,3,0,0
NY,Norfolk town,51330,3,3,0,0
NY,North Castle town,51693,11,11,0,0
NY,North Collins town,51803,1,1,0,0
NY,North Collins village,51803,1,1,0,0
NY,North Dansville town,51869,0,0,0,0
NY,North East town,51891,0,0,0,0
NY,North Elba town,51935,30,30,0,0
NY,North Greenbush town,52100,68,41,0,27
NY,North Harmony town,52155,9,9,0,0
NY,North Haven village,68473,5,5,0,0
NY,North Hempstead town,53000,48,48,0,0
NY,North Hills village,53000,14,14,0,0
NY,North Hornell village,35683,0,0,0,0
NY,North Hudson town,53077,2,2,0,0
NY,North Salem town,53517,3,3,0,0
NY,North Syracuse village,16067,48,0,0,48
NY,Sleepy Hollow village,49011,3,0,0,3
NY,North Tonawanda,53682,15,15,0,0
NY,Northampton town,51407,11,11,0,0
NY,Northport village,37000,0,0,0,0
NY,Northumberland town,53737,8,8,0,0
NY,Northville village,51407,3,3,0,0
NY,Norway town,53968,3,3,0,0
NY,Norwich,53979,0,0,0,0
NY,Norwich town,53990,0,0,0,0
NY,Norwood village,51330,2,2,0,0
NY,Nunda town,54089,3,3,0,0
NY,Nunda village,54089,0,0,0,0
NY,Nyack village,15968,0,0,0,0
NY,Oakfield town,54166,1,1,0,0
NY,Oakfield village,54166,0,0,0,0
NY,Ocean Beach village,38000,4,4,0,0
NY,Odessa village,12914,0,0,0,0
NY,Ogden town,54474,13,13,0,0
NY,Ogdensburg,54485,14,2,0,12
NY,Ohio town,54507,4,4,0,0
NY,Old Brookville village,56000,3,3,0,0
NY,Old Field village,10000,8,8,0,0
NY,Old Westbury village,53000,9,9,0,0
NY,Olean,54716,3,3,0,0
NY,Olean town,54727,0,0,0,0
NY,Olive town,54749,12,12,0,0
NY,Oneida,54837,3,3,0,0
NY,Oneonta,54881,0,0,0,0
NY,Oneonta town,54892,6,6,0,0
NY,Onondaga town,54958,35,35,0,0
NY,Ontario town,55013,88,41,4,43
NY,Oppenheim town,55101,5,5,0,0
NY,Orange town,55156,3,3,0,0
NY,Orangetown town,55211,63,9,0,54
NY,Orchard Park town,55277,55,49,6,0
NY,Orchard Park village,55277,0,0,0,0
NY,Oriskany Falls village,03155,0,0,0,0
NY,Oriskany village,81754,0,0,0,0
NY,Orwell town,55453,6,6,0,0
NY,Ossian town,55508,0,0,0,0
NY,Ossining town,55541,4,4,0,0
NY,Ossining village,55541,183,0,0,183
NY,Oswegatchie town,55563,16,10,6,0
NY,Oswego,55574,27,0,0,27
NY,Oswego town,55585,8,8,0,0
NY,Otego town,55629,3,3,0,0
NY,Otego village,55629,0,0,0,0
NY,Otisco town,55651,6,6,0,0
NY,Otisville village,48857,1,1,0,0
NY,Otsego County Part Unincorporated Area,00000,108,108,0,0
NY,Otto town,55783,4,4,0,0
NY,Owasco town,55871,5,5,0,0
NY,Owego town,55893,7,7,0,0
NY,Owego village,55893,88,23,0,65
NY,Oyster Bay Cove village,56000,1,1,0,0
NY,Oyster Bay town,56000,131,131,0,0
NY,Painted Post village,24647,0,0,0,0
NY,Palatine Bridge village,56099,1,1,0,0
NY,Palatine town,56099,0,0,0,0
NY,Palermo town,56154,0,0,0,0
NY,Palm Tree town,56185,692,0,0,692
NY,Palmyra town,56198,4,4,0,0
NY,Panama village,32248,0,0,0,0
NY,Paris town,56330,0,0,0,0
NY,Parish town,56352,6,6,0,0
NY,Parish village,56352,0,0,0,0
NY,Parishville town,56374,9,9,0,0
NY,Parma town,56561,22,22,0,0
NY,Patchogue village,10000,0,0,0,0
NY,Patterson town,56748,4,4,0,0
NY,Pavilion town,56792,0,0,0,0
NY,Pawling town,56825,88,8,0,80
NY,Pawling village,56825,0,0,0,0
NY,Peekskill,56979,0,0,0,0
NY,Pelham Manor village,57012,0,0,0,0
NY,Pelham village,57012,0,0,0,0
NY,Pembroke town,57078,31,7,0,24
NY,Pendleton town,57111,12,12,0,0
NY,Penfield town,57144,45,45,0,0
NY,Penn Yan village,47504,41,9,0,32
NY,Perinton town,57221,28,17,0,11
NY,Perrysburg town,57298,2,2,0,0
NY,Persia town,57331,0,0,0,0
NY,Perth town,57353,1,1,0,0
NY,Peru town,57375,12,12,0,0
NY,Petersburgh town,57441,1,1,0,0
NY,Phelps town,57529,7,7,0,0
NY,Phelps village,57529,1,1,0,0
NY,Philadelphia town,57562,8,8,0,0
NY,Philadelphia village,57562,1,1,0,0
NY,Philipstown town,57584,2,2,0,0
NY,Philmont village,16045,0,0,0,0
NY,Phoenix village,65618,3,3,0,0
NY,Piercefield town,57716,0,0,0,0
NY,Piermont village,55211,2,2,0,0
NY,Pierrepont town,57771,10,10,0,0
NY,Pine Plains town,58156,5,3,2,0
NY,Pitcairn town,58266,7,7,0,0
NY,Pittsford town,58365,21,17,4,0
NY,Pittsford village,58365,63,0,0,63
NY,Pittstown town,58398,17,17,0,0
NY,Plandome Heights village,53000,1,1,0,0
NY,Plandome Manor village,53000,1,1,0,0
NY,Plandome village,53000,1,1,0,0
NY,Plattekill town,58552,11,11,0,0
NY,Plattsburgh,58574,72,8,0,64
NY,Plattsburgh town,58585,12,12,0,0
NY,Pleasant Valley town,58695,5,5,0,0
NY,Pleasantville village,49011,6,6,0,0
NY,Poestenkill town,58805,9,9,0,0
NY,Poland town,58926,1,1,0,0
NY,Poland village,64254,0,0,0,0
NY,Pomfret town,58981,16,16,0,0
NY,Pomona village,60510,2,2,0,0
NY,Pompey town,59036,8,8,0,0
NY,Poquott village,10000,0,0,0,0
NY,Port Byron village,46602,0,0,0,0
NY,Port Chester village,64320,435,1,2,432
NY,Port Dickinson village,20588,0,0,0,0
NY,Port Jefferson village,10000,36,0,0,36
NY,Port Jervis,59388,2,2,0,0
NY,Port Washington North village,53000,0,0,0,0
NY,Portage town,59179,0,0,0,0
NY,Porter town,59267,19,19,0,0
NY,Portland town,59421,7,5,2,0
NY,Portville town,59509,0,0,0,0
NY,Portville village,59509,0,0,0,0
NY,Potsdam town,59575,17,17,0,0
NY,Potsdam village,59575,0,0,0,0
NY,Potter town,59597,7,7,0,0
NY,Poughkeepsie,59641,117,3,2,112
NY,Poughkeepsie town,59652,39,21,2,16
NY,Pound Ridge town,59685,7,7,0,0
NY,Prattsburgh town,59718,6,6,0,0
NY,Prattsville town,59751,3,3,0,0
NY,Preble town,59773,0,0,0,0
NY,Princetown town,59861,6,6,0,0
NY,Providence town,59949,11,11,0,0
NY,Pulaski village,61533,6,6,0,0
NY,Pulteney town,59982,8,8,0,0
NY,Putnam Valley town,60147,0,0,0,0
NY,Queens borough,00000,5302,56,286,4960
NY,Queensbury town,60356,71,31,0,40
NY,Quogue village,68473,11,11,0,0
NY,Ramapo town,60510,246,16,32,198
NY,Randolph town,60587,5,5,0,0
NY,Rathbone town,60653,3,3,0,0
NY,Ravena village,16694,6,1,0,5
NY,Reading town,60763,5,5,0,0
NY,Red Creek village,82689,0,0,0,0
NY,Red Hook town,60905,25,25,0,0
NY,Red Hook village,60905,1,1,0,0
NY,Red House town,60950,0,0,0,0
NY,Redfield town,60873,2,2,0,0
NY,Remsen town,61126,9,9,0,0
NY,Remsen village,61126,0,0,0,0
NY,Rensselaer,61148,15,0,0,15
NY,Rensselaer Falls village,12342,1,1,0,0
NY,Rensselaerville town,61181,11,11,0,0
NY,Rhinebeck town,61357,28,8,0,20
NY,Rhinebeck village,61357,5,1,0,4
NY,Richburg village,07201,0,0,0,0
NY,Richford town,61511,5,5,0,0
NY,Richland town,61533,17,17,0,0
NY,Richmond town,61544,2,2,0,0
NY,Richmondville town,61599,0,0,0,0
NY,Richmondville village,61599,2,2,0,0
NY,Richville village,20038,0,0,0,0
NY,Ridgeway town,61742,0,0,0,0
NY,Riga town,61808,4,4,0,0
NY,Ripley town,61885,0,0,0,0
NY,Riverhead town,61984,42,42,0,0
NY,Riverside village,18267,0,0,0,0
NY,Rochester,63000,487,29,30,428
NY,Rochester town,63011,38,35,0,3
NY,Rockland town,63176,16,16,0,0
NY,Rockville Centre village,34000,4,4,0,0
NY,Rome,63418,70,2,0,68
NY,Root town,63561,0,0,0,0
NY,Rose town,63605,0,0,0,0
NY,Roseboom town,63638,0,0,0,0
NY,Rosendale town,63737,5,5,0,0
NY,Roslyn Estates village,53000,1,1,0,0
NY,Roslyn Harbor village,53000,1,1,0,0
NY,Roslyn village,53000,1,1,0,0
NY,Rossie town,63858,0,0,0,0
NY,Rotterdam town,63935,47,29,2,16
NY,Round Lake village,44743,0,0,0,0
NY,Rouses Point village,13750,0,0,0,0
NY,Roxbury town,64001,3,3,0,0
NY,Royalton town,64034,12,12,0,0
NY,Rush town,64144,8,8,0,0
NY,Rushford town,64166,8,8,0,0
NY,Rushville village,29531,0,0,0,0
NY,Rushville village,59597,3,3,0,0
NY,Russell Gardens village,53000,0,0,0,0
NY,Russell town,64221,6,6,0,0
NY,Russia town,64254,7,7,0,0
NY,Rye,64309,26,26,0,0
NY,Rye Brook village,64320,2,2,0,0
NY,Saddle Rock village,53000,1,1,0,0
NY,Sag Harbor village,68473,12,12,0,0
NY,Sagaponack village,68473,5,5,0,0
NY,Salamanca,64749,0,0,0,0
NY,Salamanca town,64760,2,2,0,0
NY,Salina town,64815,4,4,0,0
NY,Salisbury town,64837,4,4,0,0
NY,Saltaire village,38000,0,0,0,0
NY,Sand Lake town,65013,20,20,0,0
NY,Sands Point village,53000,2,2,0,0
NY,Sandy Creek town,65079,12,12,0,0
NY,Sandy Creek village,65079,0,0,0,0
NY,Sanford town,65112,3,3,0,0
NY,Sangerfield town,65134,0,0,0,0
NY,Santa Clara town,65178,10,10,0,0
NY,Saranac Lake village,32314,4,4,0,0
NY,Saranac town,65211,9,9,0,0
NY,Saratoga Springs,65255,131,61,6,64
NY,Saratoga town,65244,14,14,0,0
NY,Sardinia town,65277,4,4,0,0
NY,Saugerties town,65299,27,27,0,0
NY,Saugerties village,65299,0,0,0,0
NY,Savannah town,65343,0,0,0,0
NY,Savona village,04770,0,0,0,0
NY,Scarsdale town,65442,26,26,0,0
NY,Schaghticoke village,65486,0,0,0,0
NY,Schenectady,65508,0,0,0,0
NY,Schodack town,65541,16,16,0,0
NY,Schoharie town,65596,0,0,0,0
NY,Schoharie village,65596,2,2,0,0
NY,Schroeppel town,65618,7,7,0,0
NY,Schroon town,65629,9,9,0,0
NY,Schuyler Falls town,65717,21,21,0,0
NY,Schuyler town,65695,0,0,0,0
NY,Schuylerville village,65244,3,3,0,0
NY,Scio town,65772,4,4,0,0
NY,Scipio town,65816,5,5,0,0
NY,Scotia village,29366,1,1,0,0
NY,Scott town,65915,3,3,0,0
NY,Scottsville village,81402,0,0,0,0
NY,Scriba town,65992,1,1,0,0
NY,Sea Cliff village,56000,1,1,0,0
NY,Sempronius town,66278,8,8,0,0
NY,Seneca County,00000,48,48,0,0
NY,Seneca town,66289,7,7,0,0
NY,Sennett town,66443,4,4,0,0
NY,Seward town,66542,0,0,0,0
NY,Shandaken town,66597,3,3,0,0
NY,Sharon Springs village,66641,1,1,0,0
NY,Sharon town,66641,5,5,0,0
NY,Shawangunk town,66674,59,20,6,33
NY,Shelby town,66751,0,0,0,0
NY,Shelter Island town,66839,15,15,0,0
NY,Sheridan town,66916,0,0,0,0
NY,Sherman town,66960,5,5,0,0
NY,Sherman village,66960,0,0,0,0
NY,Sherrill,77123,0,0,0,0
NY,Shoreham village,10000,0,0,0,0
NY,Shortsville village,44864,1,1,0,0
NY,Sidney town,67345,3,3,0,0
NY,Sidney village,67345,0,0,0,0
NY,Silver Creek village,32050,0,0,0,0
NY,Sinclairville village,13860,0,0,0,0
NY,Skaneateles town,67521,7,7,0,0
NY,Skaneateles village,67521,2,2,0,0
NY,Sloan village,15011,0,0,0,0
NY,Sloatsburg village,60510,0,0,0,0
NY,Smithfield town,67785,1,1,0,0
NY,Smithtown town,68000,35,35,0,0
NY,Sodus Point village,68220,4,4,0,0
NY,Sodus town,68220,13,13,0,0
NY,Sodus village,68220,0,0,0,0
NY,Solon town,68264,3,3,0,0
NY,Solvay village,28519,3,3,0,0
NY,Somers town,68308,6,6,0,0
NY,Somerset town,68330,3,3,0,0
NY,South Blooming Grove village,07003,0,0,0,0
NY,South Bristol town,68660,6,6,0,0
NY,South Corning village,18267,0,0,0,0
NY,South Dayton village,19840,0,0,0,0
NY,South Floral Park village,34000,6,6,0,0
NY,South Glens Falls village,48318,6,2,4,0
NY,South Valley town,69870,0,0,0,0
NY,Southampton town,68473,194,194,0,0
NY,Southampton village,68473,22,22,0,0
NY,Southeast town,68924,3,3,0,0
NY,Southold town,69463,52,52,0,0
NY,Southport town,69617,2,2,0,0
NY,Spafford town,70057,7,7,0,0
NY,Sparta town,70101,3,3,0,0
NY,Speculator village,40794,4,4,0,0
NY,Spencer town,70178,6,6,0,0
NY,Spencer village,70178,0,0,0,0
NY,Spencerport village,54474,1,1,0,0
NY,Spring Valley village,60510,30,10,20,0
NY,Springport town,70376,0,0,0,0
NY,Springville village,17585,14,4,0,10
NY,Springwater town,70475,0,0,0,0
NY,St. Armand town,64529,0,0,0,0
NY,St. Johnsville town,64650,0,0,0,0
NY,St. Johnsville village,64650,0,0,0,0
NY,Stafford town,70607,1,1,0,0
NY,Stamford town,70629,9,9,0,0
NY,Stamford village,32281,0,0,0,0
NY,Stanford town,70662,7,7,0,0
NY,Stark town,70794,0,0,0,0
NY,Starkey town,70816,2,2,0,0
NY,Staten Island borough,00000,480,108,350,22
NY,Stephentown town,71102,1,1,0,0
NY,Sterling town,71146,4,4,0,0
NY,Steuben County Part Unincorporated Area,00000,0,0,0,0
NY,Steuben town,71212,8,8,0,0
NY,Stewart Manor village,34000,0,0,0,0
NY,Stillwater town,71333,177,57,0,120
NY,Stillwater village,71333,3,3,0,0
NY,Stockbridge town,71399,4,4,0,0
NY,Stockholm town,71410,12,12,0,0
NY,Stockport town,71443,0,0,0,0
NY,Stockton town,71476,3,3,0,0
NY,Stony Point town,71674,9,9,0,0
NY,Stratford town,71784,0,0,0,0
NY,Stuyvesant town,71850,7,7,0,0
NY,Suffern village,60510,0,0,0,0
NY,Sullivan town,71993,21,21,0,0
NY,Summerhill town,72037,4,4,0,0
NY,Summit town,72070,5,5,0,0
NY,Sweden town,72455,59,4,0,55
NY,Sylvan Beach village,77486,12,2,0,10
NY,Syracuse,73000,290,28,32,230
NY,Taghkanic town,73077,17,17,0,0
NY,Tannersville village,36178,1,1,0,0
NY,Tarrytown village,30367,4,4,0,0
NY,Taylor town,73220,0,0,0,0
NY,Theresa town,73528,6,6,0,0
NY,Theresa village,73528,0,0,0,0
NY,Thomaston village,53000,2,2,0,0
NY,Thompson town,73627,57,57,0,0
NY,Throop town,73770,3,3,0,0
NY,Thurston town,73836,2,2,0,0
NY,Ticonderoga town,73891,4,4,0,0
NY,Tioga town,73968,7,7,0,0
NY,Tivoli village,60905,0,0,0,0
NY,Tompkins town,74111,2,2,0,0
NY,Tonawanda,74166,1,1,0,0
NY,Tonawanda town,75000,3,3,0,0
NY,Torrey town,75055,6,6,0,0
NY,Trenton town,75280,0,0,0,0
NY,Triangle town,75319,2,2,0,0
NY,Troupsburg town,75440,6,6,0,0
NY,Troy,75484,124,6,4,114
NY,Trumansburg village,75990,13,13,0,0
NY,Truxton town,75550,3,3,0,0
NY,Tuckahoe village,21820,1,1,0,0
NY,Tully town,75638,1,1,0,0
NY,Tully village,75638,1,1,0,0
NY,Tupper Lake village,75676,3,3,0,0
NY,Tuscarora town,75737,1,1,0,0
NY,Tusten town,75759,0,0,0,0
NY,Tuxedo Park village,75781,0,0,0,0
NY,Tuxedo town,75781,2,2,0,0
NY,Tyrone town,75924,7,7,0,0
NY,Ulster town,75935,14,8,0,6
NY,Ulysses town,75990,4,4,0,0
NY,Union Springs village,70376,1,1,0,0
NY,Union Vale town,76166,7,7,0,0
NY,Union town,76056,86,6,0,80
NY,Unionville village,47713,0,0,0,0
NY,Upper Brookville village,56000,1,1,0,0
NY,Upper Nyack village,15968,1,1,0,0
NY,Urbana town,76496,4,4,0,0
NY,Utica,76540,0,0,0,0
NY,Valatie village,39573,0,0,0,0
NY,Valley Falls village,65486,0,0,0,0
NY,Valley Stream village,34000,19,3,0,16
NY,Van Buren town,76760,0,0,0,0
NY,Van Etten town,76892,3,3,0,0
NY,Venice town,77024,2,2,0,0
NY,Vernon town,77123,3,3,0,0
NY,Verona town,77178,11,11,0,0
NY,Vestal town,77255,133,9,0,124
NY,Veteran town,77310,0,0,0,0
NY,Victor town,77387,52,52,0,0
NY,Victor village,77387,1,1,0,0
NY,Victory town,77420,22,4,0,18
NY,Victory village,65244,1,1,0,0
NY,Vienna town,77486,0,0,0,0
NY,Village of the Branch village,68000,0,0,0,0
NY,Villenova town,77530,0,0,0,0
NY,Virgil town,77596,2,2,0,0
NY,Volney town,77662,3,3,0,0
NY,Voorheesville village,50672,2,2,0,0
NY,Waddington town,77739,1,1,0,0
NY,Waddington village,77739,7,3,4,0
NY,Walden village,48153,23,23,0,0
NY,Wales town,77871,10,10,0,0
NY,Wallkill town,77992,46,30,0,16
NY,Walton town,78047,11,11,0,0
NY,Walton village,78047,0,0,0,0
NY,Walworth town,78102,38,38,0,0
NY,Wampsville village,41905,1,1,0,0
NY,Wappinger town,78157,10,10,0,0
NY,Wappingers Falls village,59652,0,0,0,0
NY,Ward town,78201,4,4,0,0
NY,Warren County Part Unincorporated Area,00000,109,99,10,0
NY,Warren town,78278,4,4,0,0
NY,Warsaw village,78344,0,0,0,0
NY,Warwick town,78366,17,17,0,0
NY,Warwick village,78366,12,1,0,11
NY,Washington County Part Unincorporated Area,00000,79,79,0,0
NY,Washington town,78388,4,4,0,0
NY,Washingtonville village,07003,0,0,0,0
NY,Waterford town,78531,0,0,0,0
NY,Waterford village,78531,2,0,2,0
NY,Watertown,78608,0,0,0,0
NY,Waterville village,65134,0,0,0,0
NY,Watervliet,78674,0,0,0,0
NY,Watkins Glen village,20676,4,2,2,0
NY,Waverly town,78795,0,0,0,0
NY,Waverly village,04671,0,0,0,0
NY,Wawarsing town,78828,0,0,0,0
NY,Wawayanda town,78839,288,12,0,276
NY,Wayland town,78861,11,11,0,0
NY,Wayland village,78861,0,0,0,0
NY,Wayne town,78883,7,7,0,0
NY,Webb town,78927,17,17,0,0
NY,Webster town,78971,47,43,4,0
NY,Webster village,78971,54,21,2,31
NY,Weedsport village,10297,2,2,0,0
NY,Wells town,79059,0,0,0,0
NY,Wellsburg village,02781,0,0,0,0
NY,Wellsville town,79103,0,0,0,0
NY,Wellsville village,79103,0,0,0,0
NY,Wesley Hills village,60510,6,6,0,0
NY,West Almond town,79202,1,1,0,0
NY,West Bloomfield town,79356,4,4,0,0
NY,West Hampton Dunes village,68473,1,1,0,0
NY,West Haverstraw village,32765,0,0,0,0
NY,West Monroe town,80500,7,7,0,0
NY,West Seneca town,80918,179,85,0,94
NY,West Sparta town,81006,0,0,0,0
NY,West Union town,81105,5,5,0,0
NY,West Winfield village,82568,0,0,0,0
NY,Westbury village,53000,21,3,0,18
NY,Westerlo town,79851,4,4,0,0
NY,Western town,79862,4,4,0,0
NY,Westfield town,79950,3,3,0,0
NY,Westfield village,79950,3,3,0,0
NY,Westhampton Beach village,68473,35,35,0,0
NY,Westmoreland town,80533,9,9,0,0
NY,Westport town,80775,7,7,0,0
